headerdatestamp|headeridentifier|headersetSpec|metadata.mods.genre#text|metadata.mods.genre@authority|metadata.mods.identifier#text|metadata.mods.identifier@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@type|metadata.mods.namenamePart|metadata.mods.note.0|metadata.mods.note.1|metadata.mods.note.1#text|metadata.mods.note.1@displayLabel|metadata.mods.note.2#text|metadata.mods.note.2@displayLabel|metadata.mods.originInfodateOther|metadata.mods.physicalDescriptioninternetMediaType|metadata.mods.subject.0topic|metadata.mods.subject.1topic|metadata.mods.subject.2topic|metadata.mods.subject.3topic|metadata.mods.subject.4topic|metadata.mods.subject.5topic|metadata.mods.subject.6topic|metadata.mods.subject.7topic|metadata.mods.subjecttopic|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsaccessCondition|metadata.modstypeOfResource
2020-08-11T23:30:48Z|kintner_6|kintner|image|dct|1404-1409|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A6|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A6/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|uncaptioned|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |circa Fall 1968|image/jpeg|    |    |    |    |    |    |    |    |    |View of Mount Chapman|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_53|kintner|image|dct|9991-9992|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A53|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A53/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|"The Big Pool before ascending the ridge / ""Laborday, 5 Sep 1977, on my 60th birthday we hiked up Raven Fork and Breakneck Ridge. The sun was just hitting the top along Straight Fork as we got to our trailhead."""|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |1977 September 05|image/jpeg|Raven Fork|Breakneck Ridge|    |    |    |    |    |    |    |The Big Pool|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_14|kintner|image|dct|3714-3715-annotated|local|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A14|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A14/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|From Cove Mountain Looking Southeast: Mt Collins, Clingmans Dome, and Mt Buckley.|Panorama taken looking Southeast from the Cove Mountain Fire Tower, which is still standing. Sugarland Mountain is in the middleground on the left with Bent Arm on the right.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|February 20, 1972|image/jpeg|Cove Mountain|Mount Collins|Clingmans Dome|Mount Buckley|Annotated|    |    |    |    |Looking Southeast from Cove Mountain ? Annotated|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_54|kintner|image|dct|1349-1351|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A54|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A54/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|uncaptioned|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |circa 1968|image/jpeg|    |    |    |    |    |    |    |    |    |Panorama taken from an unidentified fire tower|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_8|kintner|image|dct|1549-1550|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A8|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A8/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|uncaptioned|Panorama taken looking South from the Rich Mountain Fire Tower, which no longer exists, viewing Cold Spring Knob on left, Gregory Bald on right, and Cades Cove below.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|circa February 5, 1969|image/jpeg|Rich Mountain|Cold Spring Knob|Gregory Bald|Cades Cove|    |    |    |    |    |View from Rich Mountain|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_37|kintner|image|dct|7744-7745-annotated|local|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A37|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A37/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|From Richland Mtn to the east, Guyot in distance|View looking Northeast from Richland Mountains with The Sawteeth on left and Pecks Corner on right.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|1975 July 23|image/jpeg|Richland Mountain|Mount Guyot|The Sawteeth|Pecks Corner|Annotated|    |    |    |    |View from Richland Mountain ? Annotated|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_57|kintner|image|dct|6949-6951|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A57|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A57/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|Telephoto shot of Parson Bald from Gregory|Two frame telephoto panorama with a view of Parson Bald from Gregory Bald.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|1974 December 10|image/jpeg|Parson Bald|Gregory Bald|    |    |    |    |    |    |    |Telephoto shot of Parson Bald|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_33|kintner|image|dct|7255-7256|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A33|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A33/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|uncaptioned|Panorama of Cades Cove from Rich Mountain.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|between January 9 and April 26, 1975|image/jpeg|    |    |    |    |    |    |    |    |Cades Cove|View of Cades Cove|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_18|kintner|image|dct|5113-5117|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A18|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A18/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|view from High Rocks.|Panorama taken looking North from High Rocks Fire tower, which was removed in the 1980s, viewing Thunderhead on left and Clingmans Dome on right.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|February 1973|image/jpeg|High Rocks|Thunderhead Mountain|Clingmans Dome|    |    |    |    |    |    |View of Thunderhead and Clingmans Dome from High Rocks|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_24|kintner|image|dct|5141-5143|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A24|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A24/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|uncaptioned|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |February 1973|image/jpeg|    |    |    |    |    |    |    |    |High Rocks|View from High Rocks|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_10|kintner|image|dct|1552-1553|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A10|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A10/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|uncaptioned|Panorama taken looking East from the Rich Mountain Fire Tower with Sugarland Mountain on left and Cold Spring Knob on right. The fire tower is no longer standing.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|February 5, 1969|image/jpeg|Rich Mountain|Cold Spring Knob|Sugarland Mountain|    |    |    |    |    |    |View from Rich Mountain|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_19|kintner|image|dct|5123-5129-annotated|local|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A19|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A19/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|view from High Rocks.|Panorama taken looking North from High Rocks Fire Tower, which was removed in the 1980s, viewing Thunderhead of left,  with Silers Bald and The Narrows on right.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|February 1973|image/jpeg|High Rocks|Thunderhead Mountain|Silers Bald|The Narrows|Annotated|    |    |    |    |View from High Rocks ? Annotated|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_38|kintner|image|dct|7744-7745|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A38|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A38/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|From Richland Mtn to the east, Guyot in distance|View looking Northeast from Richland Mountains with The Sawteeth on left and Pecks Corner on right.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|1975 July 23|image/jpeg|Richland Mountain|Mount Guyot|The Sawteeth|Pecks Corner|    |    |    |    |    |View from Richland Mountain|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_32|kintner|image|dct|7253-7254|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A32|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A32/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|uncaptioned|A view along Maddron Bald hike of Mt. Le Conte or Snag Mountain.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|circa January 1975|image/jpeg|    |    |    |    |    |    |    |    |Mount Le Conte|View along Maddron Bald hike|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_43|kintner|image|dct|7893-7894|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A43|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A43/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|From Spruce Mtn tower looking to NW; LeConte, Porter Gap, Sequoyah, Chapman, Guyot - old Black|Panorama taken looking Northeast from the Spruce Mountain Fire Tower with Laurel Top at left and Old Black at right. Spruce Mountain Fire Tower is no longer standing.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|1975 September 9|image/jpeg|Spruce Mountain|Mount Le Conte|Porters Gap|Mount Guyot|Mount Sequoyah|Mount Chapman|Old Black|    |    |View from Spruce Mountain Tower|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_3|kintner|image|dct|1352-1355|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A3|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A3/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|uncaptioned|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |circa 1968|image/jpeg|    |    |    |    |    |    |    |    |    |Panorama taken from an unidentified fire tower|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_48|kintner|image|dct|8840-8842|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A48|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A48/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|"""The valley we just came up"" / ""24 Feb 76 Cosby to Low Gap to Walnut Botm."""|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |1976 February 24|image/jpeg|Walnut Bottom|Cosby|Low Gap|    |    |    |    |    |    |View of Walnut Bottom, Cosby,and  Low Gap|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_15|kintner|image|dct|3714-3715|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A15|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A15/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|From Cove Mountain Looking Southeast: Mt Collins, Clingmans Dome, and Mt Buckley.|Panorama taken looking Southeast from the Cove Mountain Fire Tower, which is still standing. Sugarland Mountain is in the middleground on the left with Bent Arm on the right.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|February 20, 1972|image/jpeg|Cove Mountain|Mount Collins|Clingmans Dome|Mount Buckley|    |    |    |    |    |Looking Southeast from Cove Mountain|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_23|kintner|image|dct|5139-5140|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A23|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A23/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|uncaptioned|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |February 1973|image/jpeg|    |    |    |    |    |    |    |    |High Rocks|View from High Rocks|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_45|kintner|image|dct|8171-8172|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A45|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A45/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|"Cades Cove from loop Tr / ""1 Dec 1975 a loop trail hike of Rich Mountain"""|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |1975 December 01|image/jpeg|Cades Cove|Rich Mountain|    |    |    |    |    |    |    |Cades Cove Loop|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_1|kintner|image|dct|10033-10034|local|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A1|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A1/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|"""This view greeted us on Myrtle Point. Newfound Gap on left center and Clingman's Dome on the right."" / ""On 28 Sep 1977 we drove to Newfound Gap with low clouds hanging over Mt Leconte."""|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |1977 September 28|image/jpeg|Myrtle Point|Newfound Gap|Clingmans Dome|Mount Le Conte|    |    |    |    |    |View from Myrtle Point|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_49|kintner|image|dct|8841-8842|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A49|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A49/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|"View from Hemphill bald. / 19 Jul 1976 W Brinegar and M Stevenson and I hiked from Paul's gap into Cataloochee valley."""|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |1976 July 19|image/jpeg|    |    |    |    |    |    |    |    |Hemphill Bald|View from Hemphill bald|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_40|kintner|image|dct|7768-7769|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A40|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A40/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|Panorama: From High Rocks to Fontana Lake|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |1975 July 30|image/jpeg|High Rocks|Fontana Lake|    |    |    |    |    |    |    |Panorama from High Rocks to Fontana Lake|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_25|kintner|image|dct|6255-6257|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A25|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A25/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|Hike to Shuckstack where there was a little frost.|Panorama taken looking West from the Shuckstack Fire Tower of the Little Shuckstack and Lake Fontana to the right.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|February 23, 1974|image/jpeg|Shuckstack|Fontana Lake|Snow and ice|    |    |    |    |    |    |View of Little Shuckstack|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_52|kintner|image|dct|9728-9729|issn|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A52|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A52/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|"On Happy Valley road near Foothill Pkw / ""14 May 1977 L Webb, R Collins, M Stevenson on trail to Stratton Bald from Joyce Kilmer"""|    |This object was added to the Digital Preservation Network in November 2017.|dpn|    |    |1977 May 14|image/jpeg|    |    |    |    |    |    |    |    |Happy Valley|Happy Valley Road near the Foothills Parkway|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
2020-08-11T23:30:48Z|kintner_17|kintner|image|dct|5113-5117-annotated|local|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A17|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/kintner%3A17/datastream/TN/view|preview|creator|text|Elgin P. Kintner, M.D.|view from High Rocks.|Panorama taken looking North from High Rocks Fire tower, which was removed in the 1980s, viewing Thunderhead on left and Clingmans Dome on right.|    |    |This object was added to the Digital Preservation Network in November 2017.|dpn|February 1973|image/jpeg|High Rocks|Thunderhead Mountain|Clingmans Dome|Annotated|    |    |    |    |    |View of Thunderhead and Clingmans Dome from High Rocks ? Annotated|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|Images in the collection are protected by copyright. Contact smokies@utk.edu for permission to reproduce images from the collection.|still image
